"artist","title","label","imUrl","root-genre","first-release-year"
"Peter Murray","late night songs","Peter Murray Music","http://ecx.images-amazon.com/images/I/415CJDKW7YL._SY300_.jpg","Jazz","2000"
"Various Artists","Solid Gold Soul 1968 ","Time Life Music","http://ecx.images-amazon.com/images/I/41lPehGjThL.jpg","Jazz","1991"
"Peter Brotzmann","The Chicago Octet/Tentet","Okka Disk","http://ecx.images-amazon.com/images/I/51MKwe6nc8L._SL500_SY300_.jpg","Jazz","1998"
"Wycliffe Gordon","This Rhythm on My Mind","Bluesback Records","http://ecx.images-amazon.com/images/I/61fB9rWCf2L._SY300_.jpg","Jazz","2006"
"Passport","Doldinger","WEA Music GmbH","http://ecx.images-amazon.com/images/I/51FbtPjOo0L._SX300_.jpg","Jazz","1973"
"Wes Montgomery","Bumpin' On Sunset ","Edge J26181","http://ecx.images-amazon.com/images/I/51pMlTwAe-L._SY300_.jpg","Jazz","2007"
"Glenn Miller","Big Bands: Glenn Miller","Time Life","http://ecx.images-amazon.com/images/I/11pTsucS2bL.jpg","Jazz","1993"
"Various Artists","Moon Revisited ","Magna Carta","http://ecx.images-amazon.com/images/I/41SSaVmBHAL._SL500_.jpg","Jazz","1995"
"LIONEL HAMPTON","Time Life Big Bands Lionel Hampton","TIME LIFE","http://ecx.images-amazon.com/images/I/5115ZQPJ2WL._SY300_.jpg","Jazz","1993"
"Keith Jarrett","Facing You","ECM","http://ecx.images-amazon.com/images/I/21JLqaDdObL._SL500_.jpg","Jazz","1972"
"Hemophiliac","Hemophiliac ","Tzadik","http://ecx.images-amazon.com/images/I/51721GWKVQL._SX300_.jpg","Jazz","2002"
"JOHN ZORN, BILL LASWELL, MIKE PATTON, DAVE DOUGLAS, ROB BURGER BEN PEROWSKY","The Stone: Issue 1","Tzadik","http://ecx.images-amazon.com/images/I/21ps1Ci3VRL.jpg","Jazz","2005"
"Cannonball Adderley","Alabama Concerto","Riverside","http://ecx.images-amazon.com/images/I/51N3Sa5%2BEmL._SY300_.jpg","Jazz","1991"
"Dave Brubeck","Summit Sessions","Columbia","http://ecx.images-amazon.com/images/I/519TlsWMjtL._SX300_.jpg","Jazz","1971"
"Wes Montgomery","Full House","Riverside","http://ecx.images-amazon.com/images/I/51Z55A7NLSL._SY300_.jpg","Jazz","1993"
"Naked City","Leng Tch'e","Toys Factory","http://ecx.images-amazon.com/images/I/31UPSkH7L4L.jpg","Jazz","1992"
"Various Artists","Pennies From Heaven ","BBC Enterprises","http://ecx.images-amazon.com/images/I/51BHjj0Y8ZL._SY300_.jpg","Jazz","1993"
"The Hear & Now Remix -- Audio Letter, Feat. Don Cherry 6. Rafiki (Sidewalk Mix) -- Bob Holroyd Various Artists Deixa -- Cibelle 2. Breathe -- Willy Porter 3. Bom Sinal -- Celso Fonseca 4. Once (Demo) -- Shrift 5. Neti Neti","Full Confession 3","SIX DEGREES","http://ecx.images-amazon.com/images/I/61UZbMIxZbL._SL500_SY300_.jpg","Jazz","2003"
"Joe Henderson","Sextet & Quartet","Jazz Door","http://ecx.images-amazon.com/images/I/51hyT7wWkeL._SL500_SX300_.jpg","Jazz","1995"
"Adam Brock","All Jazzed Up","CDBY","http://ecx.images-amazon.com/images/I/51o1t3-q16L._SY300_.jpg","Jazz","2001"
"Jack Sheldon/The Jack Sheldon California Cool Quartet(TM)","Listen Up","Butterfly Records","http://ecx.images-amazon.com/images/I/21goyxZ8T7L.jpg","Jazz","1990"
"Johnny Costa","Christmas Reflections ","LME Productions Group","http://ecx.images-amazon.com/images/I/31KtRCutxWL._SL500_.jpg","Jazz","1995"
"Various Artists","Capitol Jazz 50th Anniversary Collection","Capitol Jazz","http://ecx.images-amazon.com/images/I/21dXjXZ0k3L._SL500_.jpg","Jazz","1992"
"John Patitucci","On The Corner","GRP","http://ecx.images-amazon.com/images/I/61QGie-hNQL._SL500_SX300_.jpg","Jazz","1989"
"Original Dixieland Jazz Band","The Complete Original Dixieland Jazz Band 1917 - 1936","Jazz Heritage","http://ecx.images-amazon.com/images/I/4167wFf8hZL._SL500_.jpg","Jazz","1992"
"The Dave Brubeck Quartet","Jazz Goes To College ","Columbia","http://ecx.images-amazon.com/images/I/51Y9dbmp%2BDL._SL500_SX300_.jpg","Jazz","1954"
"Music Inc.","Music Inc ","Bomba Records","http://ecx.images-amazon.com/images/I/51quhlDXlxL._SY300_.jpg","Jazz","1971"
"Various Artists","Total Hits Vol. 3","Columbia House Company","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Jazz","2002"
"Chet Baker","Out of Nowhere","Milestone","http://ecx.images-amazon.com/images/I/21WucyXpstL._SL500_.jpg","Jazz","1991"
"nat king cole","36 all-time greatest hits","cema","http://ecx.images-amazon.com/images/I/41eUFlLHErL.jpg","Jazz","1995"
"Art Blakey","not yet","soul note","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Jazz","1988"
"Maria Schneider","Concert in the Garden","ArtistShare","http://ecx.images-amazon.com/images/I/41ndaLfk%2BYL._SY300_.jpg","Jazz","2004"
"David Rogers","The World Is Not Your Home","Jumbie Records","http://ecx.images-amazon.com/images/I/51GLKRYI2QL._SY300_.jpg","Jazz","1999"
"Michelle Wallis","Peg: A Tribute to Peggy Lee","Michelle Wallis","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Jazz","2004"
"G/9group","Brazil Now!","INDIE (JAPAN)","http://ecx.images-amazon.com/images/I/51kLWP%2BRiSL._SY300_.jpg","Jazz","1998"
"Declassified","Declassified","Origin Records","http://ecx.images-amazon.com/images/I/416jWGVNjRL._SY300_.jpg","Jazz","1998"
"Eldar Djangirov Trio","Handprints","D&D Trio","http://ecx.images-amazon.com/images/I/31VrpZja%2BZL.jpg","Jazz","1991"
"Duke Ellington","Satin Doll","Nouveau Range","http://ecx.images-amazon.com/images/I/51VWWN0ocYL._SY300_.jpg","Jazz","1996"
"Radio String Quartet","Celebrating the Mahavishnu Orchestra","Act Music & Vision Records/All","http://ecx.images-amazon.com/images/I/51CKe9JdIHL._SX300_.jpg","Jazz","2007"
"Betty Carter","Now It's My Turn","Roulette Records","http://ecx.images-amazon.com/images/I/21oKz6aRZzL._SL500_.jpg","Jazz","1976"
"Deborah Lippmann","Vinyl","NJ Records, Inc.","http://ecx.images-amazon.com/images/I/51-NznLaTQL._SX300_.jpg","Jazz","1998"
"Rocco Ventrella","Give Me The Groove","Smooth Sounds Music","http://ecx.images-amazon.com/images/I/512eH0WAABL._SY300_.jpg","Jazz","2007"
"Scott Joplin","Ragtime Piano Roll","Warner Uk/Zoom","http://ecx.images-amazon.com/images/I/51bnUYst6OL._SY300_.jpg","Jazz","2007"
"Irakere","Irakere","Columbia Records","http://ecx.images-amazon.com/images/I/6116P0uZpYL._SX300_.jpg","Jazz","1979"
"George Shearing","Blues Alley Jazz","Concord Jazz","http://ecx.images-amazon.com/images/I/51MyO%2BrfakL._SX300_.jpg","Jazz","1989"
"Herb Alpert","Magic Man","A&M","http://ecx.images-amazon.com/images/I/31dvJLfbALL.jpg","Jazz","1981"
"Cecilia Coleman","The Impostor","Talon Records","http://ecx.images-amazon.com/images/I/31y52ano%2BcL.jpg","Jazz","2013"
"Gil Scott-Heron","Secrets","Arista","http://ecx.images-amazon.com/images/I/41yMKeBeW3L._SX300_.jpg","Jazz","1978"
"The Family of Mann","First Light","Atlantic","http://ecx.images-amazon.com/images/I/41HWz5LFPDL._SX300_.jpg","Jazz","2014"
"Jean-Luc Ponty","Jean-Luc Ponty: Live","Atlantic Recording Corporation","http://ecx.images-amazon.com/images/I/51vZHNtVSGL._SY300_.jpg","Jazz","1996"
"Chuck Mangione","Tarantella","A&M Records","http://ecx.images-amazon.com/images/I/418MSXZUBDL._SX300_.jpg","Jazz","1981"
"Palast Orchester","Komm Lass Uns Einen Kleinen Rumba Tanzen","BMG","http://ecx.images-amazon.com/images/I/51YzgXznlHL._SX300_.jpg","Jazz","2006"
"Sonny Stitt","The Complete Roost Sonny Stitt Studio Sessions ","mosaic","http://ecx.images-amazon.com/images/I/217cjwQiPCL.jpg","Jazz","2001"
"Anat Cohen","Poetica","Anzic Records","http://ecx.images-amazon.com/images/I/41wDgkrGOPL._SY300_.jpg","Jazz","2007"
"Vincent Montana Jr.","This One's For You","Philly Sound Works","http://ecx.images-amazon.com/images/I/51iM9dMz8bL._SX300_.jpg","Jazz","2013"
"Vitold Rek and East West Wind","Home","Taso Music","http://ecx.images-amazon.com/images/I/61cHsIOOM7L._SX300_.jpg","Jazz","2001"
"George Benson","Take Five","CTI","http://ecx.images-amazon.com/images/I/515mjWi6-dL._SX300_.jpg","Jazz","1994"
"Nate Harasim","Next In Line","H&N Productions","http://ecx.images-amazon.com/images/I/51%2Bdi9Gfb2L._SX300_.jpg","Jazz","2007"
"Gary Burton","Throb","Atlantic","http://ecx.images-amazon.com/images/I/51fx9SDPTpL._SX300_.jpg","Jazz","1994"
"Chuck Wayne","Traveling ","Progressive Records","http://ecx.images-amazon.com/images/I/41b%2BCxWmuwL.jpg","Jazz","2001"
"Anna Wilson","Time Changes Everything","Transfer Records","http://ecx.images-amazon.com/images/I/311JfAlZ2fL.jpg","Jazz","2007"
"Simple Acoustic Trio","Nic Nei Moze Wiecznie Trwac","NotTwo","http://ecx.images-amazon.com/images/I/41F6SWBhZPL._SX300_.jpg","Jazz","1995"
"Nomadiqa","Sans Frontières","Bajande Records","http://ecx.images-amazon.com/images/I/51lN5KJddBL._SY300_.jpg","Jazz","2007"
"Tower Of Power","Direct","Sheffield Lab","http://ecx.images-amazon.com/images/I/31eXoS8nIQL.jpg","Jazz","1981"
"Shakatak","Emotionally Blue","Victor","http://ecx.images-amazon.com/images/I/51Wu8sYgAuL._SY300_.jpg","Jazz","2007"
"Lester Young","These Foolish Things","edel","http://ecx.images-amazon.com/images/I/51CMO-SOUiL._SX300_.jpg","Jazz","1973"
"Sadao Watanabe","Bird of Paradise","Victor","http://ecx.images-amazon.com/images/I/51NTBv4kSlL._SY300_.jpg","Jazz","2003"
"Sonny Rollins","Valse Hot","edel","http://ecx.images-amazon.com/images/I/51tdku9FOtL._SX300_.jpg","Jazz","2007"
"Carmen McRae","At the Great American Music Hall","BLUE NOTE","http://ecx.images-amazon.com/images/I/214RNkf0u1L.jpg","Jazz","2013"
"Carmen McRae","Haven't We Met?","Mainstream","http://ecx.images-amazon.com/images/I/31ea7IJfEGL.jpg","Jazz","2009"
"Mike Catalano","A Manhattan Affair","Catman Records Inc.","http://ecx.images-amazon.com/images/I/51lKYRhW7fL._SY300_.jpg","Jazz","2008"
"Kate Schutt","No Love Lost","Independent","http://ecx.images-amazon.com/images/I/51icdWovFOL._SX300_.jpg","Jazz","2007"
"Mio Sawachi","Il Pleut Sur La Route","King","http://ecx.images-amazon.com/images/I/41-KqjAV84L._SX300_.jpg","Jazz","1988"
"Hadouk Trio","Live","Imports","http://ecx.images-amazon.com/images/I/51cgY0cwIdL._SY300_.jpg","Jazz","2006"
"The Respect Sextet","Respect In You","Roister Records","http://ecx.images-amazon.com/images/I/41c%2BQqd%2B9YL._SY300_.jpg","Jazz","2005"
"Curtis Brothers [2]","Genesis","CD BABY.COM/INDYS","http://ecx.images-amazon.com/images/I/41thhSY5oNL._SY300_.jpg","Jazz","1999"
"Louis Armstrong","Jeepers Creepers","MOPS","http://ecx.images-amazon.com/images/I/41J8kSW05uL._SL500_SX300_.jpg","Jazz","1998"
"Bruce McKenzie","Destinations","CDBY","http://ecx.images-amazon.com/images/I/51vO%2BfoPrAL._SX300_.jpg","Jazz","2006"
"Paul Gonsalves","Boom-Jackie-Boom-Chick","Universal","http://ecx.images-amazon.com/images/I/41ng0ulYhzL._SY300_.jpg","Jazz","1964"
"Ar. Men Trio","Vol. 1","Art & Suono","http://ecx.images-amazon.com/images/I/51t5q6Xw33L._SX300_.jpg","Jazz","2013"
"Colter Harper","Once Upon a Mind","CDBY","http://ecx.images-amazon.com/images/I/51LkoKoe1JL._SY300_.jpg","Jazz","2001"
"Various Artists","Wise Guys-The Gangster Connection","Newsound","http://ecx.images-amazon.com/images/I/41%2BC2IF9i9L.jpg","Jazz","2000"
"Blue Martini Jazz","The Night We Called It A Day","Essomenic Media","http://ecx.images-amazon.com/images/I/51h-e1o-oGL._SX300_.jpg","Jazz","1990"
"The Wynford Big Band","Big Band Christmas","Reflections","http://ecx.images-amazon.com/images/I/513hraaPMDL._SY300_.jpg","Jazz","2004"
"Miss Tess","Modern Vintage","CD BABY.COM/INDYS","http://ecx.images-amazon.com/images/I/51Is2cjYXgL._SY300_.jpg","Jazz","2007"
"Alice Babs","Basta","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/51CXFvD6rUL._SY300_.jpg","Jazz","1995"
"Various Artists","Swinging Christmas ","Verve","http://ecx.images-amazon.com/images/I/51R9pp7TuZL._SY300_.jpg","Jazz","1992"
"Soweto Kinch","A Life in the Day of B19: Tales of the Tower Block","dune","http://ecx.images-amazon.com/images/I/41hixZxJ8hL.jpg","Jazz","2006"
"Kurt Edelhagen","Up, Up and Away: Kurt Edelhagen Plays The Hits Of Jimmy Webb ","Boutique","http://ecx.images-amazon.com/images/I/51AVstjI83L._SY300_.jpg","Jazz","2007"
"Oscar Peterson","With Respect to Nat","Limelight/Polydor Japan","http://ecx.images-amazon.com/images/I/51LxJ%2Bowa9L._SX300_.jpg","Jazz","1998"
"Donald Byrd","Slow Drag","Blue Note","http://ecx.images-amazon.com/images/I/31s6jHOe1JL.jpg","Jazz","1967"
"Various Artists","Jazz Goes Hollywood ","Verve Eur/Zoom","http://ecx.images-amazon.com/images/I/61jElpFZfzL._SY300_.jpg","Jazz","2007"
"Quarteto Em Cy","Quarteto Em Cy","UNIVERSAL MUSIC JAPAN","http://ecx.images-amazon.com/images/I/31JFxdBk8WL._SX300_.jpg","Jazz","1966"
"Mary Halvorson","On and Off","Skirl Records","http://ecx.images-amazon.com/images/I/41Z3ZQTftCL._SX300_.jpg","Jazz","2007"
"Die Enttauschung","Disappointment","Intakt Records","http://ecx.images-amazon.com/images/I/510i1v6%2BgmL._SX300_.jpg","Jazz","1997"
"Teresa Brewer","The Best of Teresa Brewer","RCA Victor","http://ecx.images-amazon.com/images/I/51MbcKOz0PL._SX300_.jpg","Jazz","2000"
"Under The Lake","People Together","Mind In Overdrive","http://ecx.images-amazon.com/images/I/51LPQg78JRL._SX300_.jpg","Jazz","2006"
"Yaron Herman","Time for Everything","Laborie Jazz","http://ecx.images-amazon.com/images/I/51wo4xEU8TL._SY300_.jpg","Jazz","2007"
"Ingrid Jensen - Trumpet","At Sea","ArtistShare","http://ecx.images-amazon.com/images/I/21DkNp5jkyL.jpg","Jazz","2005"
"Sade","Kiss of Life","Epic","http://ecx.images-amazon.com/images/I/61Rs6iEwgxL._SL500_SX300_.jpg","Jazz","1992"
"Wilton Felder","We All Have a Star","MCA Records","http://ecx.images-amazon.com/images/I/41aE%2BDF7XAL.jpg","Jazz","1978"
"Das Vibenbass","Fodakis","Hop Records","http://ecx.images-amazon.com/images/I/511k-DyDX6L._SY300_.jpg","Jazz","2007"
"Wes Montgomery","Tequila","Verve","http://ecx.images-amazon.com/images/I/61jEgsv21OL._SY300_.jpg","Jazz","1966"
"Pete Wernick & Flexigrass","What The","Niwot Records","http://ecx.images-amazon.com/images/I/61mJxj6c2WL._SX300_.jpg","Jazz","2007"
"Friendship","Friendship","Elektra","http://ecx.images-amazon.com/images/I/51am10Ktd%2BL._SY300_.jpg","Jazz","2007"
"Various Artists","Electric Bossa ","Boutique","http://ecx.images-amazon.com/images/I/51tNiAmtGlL._SY300_.jpg","Jazz","2007"
"Chick Corea","Chillin' in Chelean","Universal","http://ecx.images-amazon.com/images/I/416glsj85RL._SX300_.jpg","Jazz","2007"
"The Last Of The International Playboys","The Loneliest Man in the World","Papa's Music Corporation","http://ecx.images-amazon.com/images/I/51M4KzumHwL._SY300_.jpg","Jazz","1979"
"Sitti Navarro","My Bossanova","Warner Music Philippines","http://ecx.images-amazon.com/images/I/212x86yKiQL.jpg","Jazz","2007"
"岡崎倫典","Spiritdance","COLUMBIA JAPAN","http://ecx.images-amazon.com/images/I/41ns5O%2BcrAL._SX300_.jpg","Jazz","2007"
"Can Atilla","1453 / Sultanlar Askina","Sony BMG","http://ecx.images-amazon.com/images/I/31IU1asqrDL.jpg","Jazz","2006"
"Benny Goodman","Big Bands: Benny Goodman","Time-Life","http://ecx.images-amazon.com/images/I/51QmI5ppITL._SX300_.jpg","Jazz","1993"
"Calabria Foti","A Lovely Way To Spend An Evening","MoCo Jazz","http://ecx.images-amazon.com/images/I/41ccM1iaUpL._SY300_.jpg","Jazz","2007"
"Dave Grusin","Discovered Again ","Sheffield Treasury Records","http://ecx.images-amazon.com/images/I/51uTrnYk7hL._SY300_.jpg","Jazz","1976"
"Miles Davis","Circle In The Round","Columbia","http://ecx.images-amazon.com/images/I/51ly0XVvdML._SX300_.jpg","Jazz","1979"
"Jim Wright","Playing Favorites","Ambidextrous","http://ecx.images-amazon.com/images/I/41PwG7%2BP6aL._SY300_.jpg","Jazz","2000"
"Christine Jensen","Flurry","ArtistShare","http://ecx.images-amazon.com/images/I/31AAzgp1L-L.jpg","Jazz","2007"
"Alf Clausen","Swing Can Really Hang You Up the Most","Sunny NoDak Records","http://ecx.images-amazon.com/images/I/31HWNhSB7xL.jpg","Jazz","1987"
"Build an Ark","Dawn","Phantom Domestic","http://ecx.images-amazon.com/images/I/51yykOkkkvL._SX300_.jpg","Jazz","2007"
"Billie Holiday","Billie Holiday's Greatest Hits","Columbia Records","http://ecx.images-amazon.com/images/I/418TonG%2BAAL._SY300_.jpg","Jazz","1996"
"Carl Fontana","Live at Capozzoli's","Woofy Productions","http://ecx.images-amazon.com/images/I/21khzL1IhoL.jpg","Jazz","1998"
"Bob Brookmeyer","Gloomy Sunday And Other Bright Moments","Verve","http://ecx.images-amazon.com/images/I/21BXWg2IbVL.jpg","Jazz","1961"
"Brad Mehldau","Deregulating Jazz","Warner Bros","http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-lg._V192198674_.gif","Jazz","2000"
"Portico Quartet","Knee Deep in the North Sea","101 DISTRIBUTION","http://ecx.images-amazon.com/images/I/51ddPXlXY6L._SY300_.jpg","Jazz","2007"
"Glenn Miller","Yesterdays","ProJazz","http://ecx.images-amazon.com/images/I/51H7af51iGL._SY300_.jpg","Jazz","2000"
"Jim Hall","Magic Meeting","ArtistShare","http://ecx.images-amazon.com/images/I/21-DRb8AR%2BL.jpg","Jazz","2005"
"Miles Davis","Decoy ","Columbia","http://ecx.images-amazon.com/images/I/41sv169xfWL.jpg","Jazz","1984"
"Jack Bruce","Hr-Bigband Feat Jack B","Indie Europe/Zoom","http://ecx.images-amazon.com/images/I/51CGWx-IglL._SY300_.jpg","Jazz","2009"
"John Coltrane","Kulu Se Mama","Impulse","http://ecx.images-amazon.com/images/I/31qjtqoUCwL.jpg","Jazz","1967"
"Gypsy Swing Revue","Puttin' On the Ritz","Gypsy Swing Revue","http://ecx.images-amazon.com/images/I/51X%2Bm9EsDvL._SX300_.jpg","Jazz","1991"
"Juan Cruz De Urquiza","Vigilia","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/41%2BZFhZQouL._SX300_.jpg","Jazz","1998"
"Dave Brubeck","Very Best Of Dave Brubeck","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/51lzOsg6T2L._SY300_.jpg","Jazz","2011"
"George Shearing","Swinging In A Latin Mood ","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/41Y3wSE6CwL._SX300_.jpg","Jazz","2006"
"Sade","Smooth Operator","Epic","http://ecx.images-amazon.com/images/I/61uWmXS-0nL._SY300_.jpg","Jazz","1984"
"Lady Linn and Her Magnificent 7","Here We Go Again","101 DISTRIBUTION","http://ecx.images-amazon.com/images/I/519wiw0%2BD-L._SX300_.jpg","Jazz","2008"
"Thelonious Monk","Underground","columbia","http://ecx.images-amazon.com/images/I/51j0hSEQkbL._SX300_.jpg","Jazz","1968"
"Ramsey Lewis","The Best of Ramsey Lewis","Cadet","http://ecx.images-amazon.com/images/I/416e4KVKwWL.jpg","Jazz","2002"
"Fay Claassen","With A Song In My Heart","Radio Netherlands","http://ecx.images-amazon.com/images/I/31tj1mo1q-L.jpg","Jazz","2000"
"Jimmy Smith","Plays Fats Waller","Applause","http://ecx.images-amazon.com/images/I/41rm1wr1IoL._SL500_.jpg","Jazz","2008"
"Foster/Weiss","Frankly Speaking ","Concord / King Records (Japan)","http://ecx.images-amazon.com/images/I/413vl2AkncL._SX300_.jpg","Jazz","1985"
"Hubert Laws","Say It With Silence","Columbia Records","http://ecx.images-amazon.com/images/I/51Xx5WhxICL._SY300_.jpg","Jazz","1978"
"vince guaraldi","vince guaraldi and the lost cues from the charlie brown television specials vol. 1&2","d & d","http://ecx.images-amazon.com/images/I/31ralQxNCKL._SL500_SY300_.jpg","Jazz","2006"
"Jan Akkerman & Thijs Van Leer","Focus ","Mercury","http://ecx.images-amazon.com/images/I/41IWY6n2Z7L._SX300_.jpg","Jazz","1985"
"Manu Delago","Handmade","CDBY","http://ecx.images-amazon.com/images/I/415NBzMmOVL._SY300_.jpg","Jazz","2007"
"Terje Isungset","Ice Concerts","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/518iM4w0DQL._SY300_.jpg","Jazz","2008"
"Ray Charles","What'd I Say","Atlantic","http://ecx.images-amazon.com/images/I/41r4mfdapFL._SX300_.jpg","Jazz","2004"
"Tine Asmundsen","Madison","Hazel Jazz","http://ecx.images-amazon.com/images/I/41n6RNQbw0L._SX300_.jpg","Jazz","2013"
"Richard Thompson","Swing Low, Sweet Chariot","Arabesque Recordings","http://ecx.images-amazon.com/images/I/51HUpH0FYWL._SY300_.jpg","Jazz","2008"
"Lee Morgan","After the Lights","Phantom Sound & Vision","http://ecx.images-amazon.com/images/I/51Ji3Fv0w2L._SX300_.jpg","Jazz","2008"
"Joy Anandasivam","Told You So","Msi Music/Super D","http://ecx.images-amazon.com/images/I/51NJs5MlraL._SY300_.jpg","Jazz","2001"
